achievement_id,student_id,group_id,achievement_type,points_earned,timestamp,difficulty_level,team_bonus,engagement_increase,time_to_earn_hours,shared_with_team
GAM0215,STU057,GRP009,Model Master,28,2025-08-08 05:04:15.560070,Silver,True,7.161964636733009,13.64834987775861,True
GAM0216,STU036,GRP013,Team Player,15,2025-08-23 13:04:15.560075,Gold,True,12.443779192981339,40.43447594974824,False
GAM0217,STU025,GRP014,Team Player,63,2025-08-07 10:04:15.560080,Silver,False,1.4903007478707906,41.060023194324714,True
GAM0218,STU033,GRP007,Data Detective,18,2025-08-21 00:04:15.560085,Bronze,False,11.603500834448576,38.587997208499836,False
GAM0219,STU009,GRP008,Presentation Pro,31,2025-08-04 18:04:15.560091,Platinum,True,12.296536160206626,3.0748684483398785,True
GAM0220,STU059,GRP011,Innovation Leader,70,2025-08-04 02:04:15.560096,Gold,False,12.854267733170037,49.90087694176703,True
GAM0221,STU042,GRP017,Model Master,95,2025-08-09 22:04:15.560101,Gold,True,17.206045453919558,109.04570928841434,True
GAM0222,STU003,GRP014,Presentation Pro,44,2025-08-17 11:04:15.560106,Gold,False,18.131316390650156,33.6998674163582,False
GAM0223,STU052,GRP002,Documentation Champion,42,2025-08-22 05:04:15.560112,Silver,True,18.008776868592772,6.339515754308573,False
GAM0224,STU029,GRP008,Presentation Pro,29,2025-08-04 17:04:15.560117,Bronze,False,14.0242565515722,10.15139286612716,True
GAM0225,STU052,GRP014,Innovation Leader,48,2025-08-22 18:04:15.560122,Silver,True,9.404180857452072,3.4825706910753134,True
GAM0226,STU009,GRP011,Data Detective,65,2025-08-15 20:04:15.560128,Platinum,True,7.756466313750858,80.61439251876597,True
GAM0227,STU004,GRP011,Innovation Leader,25,2025-08-17 22:04:15.560133,Silver,False,6.44287492550692,28.732676724277376,False
GAM0228,STU063,GRP013,Team Player,61,2025-08-15 07:04:15.560138,Silver,False,13.989528346768083,56.027663102869695,True
GAM0229,STU022,GRP011,Model Master,86,2025-08-17 12:04:15.560143,Platinum,True,12.13092991062813,17.218599083697967,True
GAM0230,STU011,GRP001,Model Master,79,2025-08-15 08:04:15.560148,Platinum,True,11.216502453987342,6.285869569578718,False
GAM0231,STU020,GRP002,Data Detective,70,2025-08-20 17:04:15.560154,Bronze,True,15.321467820171293,6.356375488403198,True
GAM0232,STU047,GRP012,Code Collaborator,15,2025-08-20 23:04:15.560159,Gold,False,12.05595246355085,25.817488041774723,True
GAM0233,STU075,GRP003,Data Detective,88,2025-08-24 11:04:15.560164,Silver,True,20.48526371893719,27.806501921859056,False
GAM0234,STU063,GRP004,Documentation Champion,85,2025-08-18 06:04:15.560170,Bronze,False,6.512234597805775,24.026972458906442,True
GAM0235,STU060,GRP020,Documentation Champion,30,2025-08-10 18:04:15.560175,Bronze,False,12.580415175534519,19.281041493576964,True
GAM0236,STU037,GRP002,Debugging Hero,53,2025-08-10 07:04:15.560181,Silver,False,5.265089226754663,24.509199292922702,False
GAM0237,STU046,GRP017,Documentation Champion,47,2025-08-10 13:04:15.560186,Platinum,False,14.923837465254174,42.45544309008011,False
GAM0238,STU031,GRP010,Innovation Leader,36,2025-08-19 08:04:15.560191,Platinum,True,6.598728760673893,27.455109233214777,False
GAM0239,STU005,GRP003,Data Detective,85,2025-08-05 19:04:15.560196,Bronze,True,13.013034489069176,66.60125576021025,True
GAM0240,STU058,GRP005,Model Master,19,2025-08-18 11:04:15.560202,Gold,False,9.260134120590614,3.872476553298993,True
GAM0241,STU062,GRP014,Debugging Hero,25,2025-08-04 15:04:15.560207,Gold,True,8.764619396556316,32.02904201400403,False
GAM0242,STU005,GRP012,Model Master,60,2025-08-20 09:04:15.560212,Gold,True,9.385798121576745,49.89699728659135,True
GAM0243,STU033,GRP013,Model Master,73,2025-08-14 14:04:15.560218,Platinum,False,11.441425435033675,19.576881005222862,True
GAM0244,STU042,GRP014,Innovation Leader,82,2025-08-05 23:04:15.560223,Silver,True,7.215766530096111,8.228260867550944,False
GAM0245,STU022,GRP009,Debugging Hero,21,2025-08-14 02:04:15.560228,Gold,True,6.820537393495211,14.588422150404607,True
GAM0246,STU018,GRP008,Presentation Pro,45,2025-08-05 03:04:15.560233,Silver,True,14.346237253583393,35.64207614227771,True
GAM0247,STU002,GRP012,Innovation Leader,88,2025-08-16 13:04:15.560239,Gold,True,4.025686470283505,26.93457310885289,True
GAM0248,STU065,GRP007,Team Player,28,2025-08-17 09:04:15.560244,Gold,False,13.038832702399144,44.00088658149788,False
GAM0249,STU076,GRP020,Team Player,65,2025-08-08 01:04:15.560250,Bronze,False,4.5707241979209146,1.6954504966991095,False
GAM0250,STU076,GRP018,Documentation Champion,78,2025-08-08 09:04:15.560255,Platinum,True,12.424497628852722,24.460710881297675,True
GAM0251,STU003,GRP014,Code Collaborator,70,2025-08-06 19:04:15.560261,Platinum,False,8.813039106767523,5.700301502153653,False
GAM0252,STU078,GRP019,Team Player,50,2025-08-06 16:04:15.560266,Silver,False,15.06744346958688,61.62512788089958,True
GAM0253,STU005,GRP008,Documentation Champion,60,2025-08-18 20:04:15.560272,Bronze,True,17.14276978591649,4.441688965481134,True
GAM0254,STU058,GRP008,Debugging Hero,10,2025-08-15 07:04:15.560277,Bronze,True,10.860838182868935,19.993960313119988,False
GAM0255,STU036,GRP018,Debugging Hero,12,2025-08-13 19:04:15.560282,Gold,True,12.687765612696014,19.26547224810693,True
GAM0256,STU075,GRP007,Documentation Champion,24,2025-08-06 06:04:15.560288,Silver,False,16.321482732712663,0.10512537541475378,True
GAM0257,STU043,GRP006,Team Player,11,2025-08-09 21:04:15.560294,Platinum,True,10.600166887055918,17.624231973572876,True
GAM0258,STU032,GRP016,Data Detective,22,2025-08-21 17:04:15.560299,Gold,True,14.822524935220521,1.0565363021173053,True
GAM0259,STU033,GRP014,Model Master,64,2025-08-20 03:04:15.560304,Silver,False,8.721372953466107,42.74745937947567,True
GAM0260,STU037,GRP010,Code Collaborator,19,2025-08-03 12:04:15.560310,Silver,True,13.285332725256398,3.973087211960426,False
GAM0261,STU001,GRP008,Code Collaborator,44,2025-08-03 21:04:15.560315,Silver,True,13.305513290478185,23.88843782806805,False
GAM0262,STU044,GRP004,Presentation Pro,75,2025-08-21 21:04:15.560320,Platinum,False,12.988813598506528,31.476629173755903,False
GAM0263,STU046,GRP003,Innovation Leader,32,2025-08-16 05:04:15.560326,Silver,False,19.0771909850527,2.37777022826017,False
GAM0264,STU080,GRP003,Code Collaborator,30,2025-08-21 09:04:15.560331,Gold,True,4.6318650168575815,86.3501485104372,True
GAM0265,STU069,GRP007,Presentation Pro,90,2025-08-17 00:04:15.560336,Bronze,False,13.011577667368801,46.69765964685742,False
GAM0266,STU056,GRP004,Debugging Hero,37,2025-08-20 22:04:15.560342,Silver,False,12.866277224683543,10.222517186675557,False
GAM0267,STU009,GRP008,Presentation Pro,81,2025-08-08 01:04:15.560347,Platinum,False,12.465896309167958,55.474152541814966,True
GAM0268,STU048,GRP007,Data Detective,14,2025-08-14 20:04:15.560353,Silver,True,16.705606145654745,32.0012792490896,True
GAM0269,STU003,GRP012,Innovation Leader,63,2025-08-08 12:04:15.560358,Bronze,False,8.467475786964862,0.44448777076883283,False
GAM0270,STU011,GRP005,Code Collaborator,86,2025-08-13 09:04:15.560363,Bronze,True,17.77313412979447,5.393383268880051,True
GAM0271,STU071,GRP018,Innovation Leader,25,2025-08-11 04:04:15.560368,Bronze,False,12.85062032687956,15.928575640672637,True
GAM0272,STU069,GRP014,Documentation Champion,14,2025-08-06 04:04:15.560374,Bronze,True,7.561204118611867,36.181994500701464,False
GAM0273,STU018,GRP009,Debugging Hero,29,2025-08-18 12:04:15.560379,Gold,False,13.403357897698564,8.537459391087909,False
GAM0274,STU068,GRP012,Code Collaborator,73,2025-08-17 22:04:15.560385,Gold,False,13.149743006784336,12.675946936636052,True
GAM0275,STU037,GRP011,Model Master,21,2025-08-05 22:04:15.560390,Silver,True,6.299942657744466,60.70342452874752,True
GAM0276,STU013,GRP009,Innovation Leader,50,2025-08-05 13:04:15.560395,Bronze,True,11.816960123352382,10.683297882840744,True
GAM0277,STU075,GRP003,Team Player,16,2025-08-18 14:04:15.560400,Gold,True,16.17834241816586,9.451446309383329,False
GAM0278,STU071,GRP019,Documentation Champion,80,2025-08-10 11:04:15.560406,Gold,True,13.302318123499035,39.23150417104993,False
GAM0279,STU006,GRP010,Debugging Hero,21,2025-08-10 11:04:15.560411,Gold,False,5.204922774166751,8.93185959964855,False
GAM0280,STU018,GRP003,Code Collaborator,85,2025-08-24 09:04:15.560416,Bronze,False,11.565083546124418,1.716791278743412,True
GAM0281,STU047,GRP013,Code Collaborator,43,2025-08-21 02:04:15.560421,Silver,True,6.502279572612153,28.99788653034408,True
GAM0282,STU024,GRP019,Code Collaborator,90,2025-08-07 04:04:15.560427,Bronze,False,9.190836379848934,8.575473670459905,True
GAM0283,STU017,GRP006,Team Player,62,2025-08-24 09:04:15.560432,Gold,True,26.22583229750726,56.41072277790782,True
GAM0284,STU031,GRP002,Debugging Hero,37,2025-08-11 10:04:15.560437,Platinum,True,15.593222055427587,31.314158825273935,False
GAM0285,STU038,GRP012,Model Master,61,2025-08-03 17:04:15.560443,Platinum,False,10.836053035599463,2.640130255498924,True
GAM0286,STU079,GRP004,Debugging Hero,42,2025-08-10 16:04:15.560448,Platinum,True,14.034760320760833,0.7880432126891335,False
GAM0287,STU052,GRP019,Team Player,42,2025-08-09 18:04:15.560453,Silver,True,15.702978402810283,3.444650547423124,False
GAM0288,STU075,GRP004,Team Player,26,2025-08-09 07:04:15.560459,Bronze,True,17.694662320969563,32.95173606340823,False
GAM0289,STU006,GRP003,Debugging Hero,27,2025-08-03 21:04:15.560464,Silver,False,16.75002208205062,30.572219794622573,False
GAM0290,STU074,GRP001,Team Player,24,2025-08-06 19:04:15.560469,Bronze,False,16.738800033076032,20.540826991613965,True
GAM0291,STU027,GRP015,Model Master,28,2025-08-09 01:04:15.560474,Bronze,False,14.839303954109056,7.2522025185771675,True
GAM0292,STU053,GRP013,Documentation Champion,66,2025-08-10 08:04:15.560480,Silver,True,17.507908502195306,13.371406139457921,True
GAM0293,STU046,GRP007,Team Player,72,2025-08-14 01:04:15.560485,Gold,False,8.788723308332028,0.6035516141562112,True
GAM0294,STU001,GRP014,Presentation Pro,30,2025-08-23 04:04:15.560491,Bronze,False,12.760416245802165,80.36510622762361,True
GAM0295,STU027,GRP014,Code Collaborator,46,2025-08-21 11:04:15.560496,Gold,False,9.779594901523327,19.263785006031856,True
GAM0296,STU002,GRP016,Code Collaborator,85,2025-08-14 19:04:15.560502,Gold,False,3.9589029296067544,7.119432009562411,True
GAM0297,STU058,GRP007,Documentation Champion,71,2025-08-03 22:04:15.560507,Platinum,False,12.299107386486217,0.508999108256235,True
GAM0298,STU029,GRP015,Model Master,12,2025-08-07 20:04:15.560513,Silver,False,10.469690183815965,5.294017402167749,True
GAM0299,STU071,GRP017,Model Master,24,2025-08-18 18:04:15.560518,Gold,False,5.172481729570522,2.193614866420026,True
GAM0300,STU035,GRP017,Documentation Champion,61,2025-08-24 01:04:15.560523,Bronze,True,14.25679875223572,66.2642193629534,True
